"parameter","estimate","se","rse","file"
"TH_4",-2.92,8.04,275.342465753425,"NM_0_629_3752.lst"
"TH_5",0.222,0.168,75.6756756756757,"NM_0_629_3752.lst"
"TH_6",2890,2570,88.9273356401384,"NM_0_629_3752.lst"
"TH_7",0.129,0.0278,21.5503875968992,"NM_0_629_3752.lst"
"TH_8",1.13,0.165,14.6017699115044,"NM_0_629_3752.lst"
"TH_1",2.9,41.4,1427.58620689655,"NM_0_629_3913.lst"
"TH_2",23.1,311,1346.32034632035,"NM_0_629_3913.lst"
"TH_3",1.25,30.4,2432,"NM_0_629_3913.lst"
"TH_4",-2.79,19.9,713.26164874552,"NM_0_629_3913.lst"
"TH_5",8.51,85.8,1008.22561692127,"NM_0_629_3913.lst"
"TH_6",605000,8980000,1484.29752066116,"NM_0_629_3913.lst"
"TH_7",2.78,1.23,44.2446043165468,"NM_0_629_3913.lst"
"TH_8",12.2,0.539,4.41803278688525,"NM_0_629_3913.lst"
"TH_1",2.33,169,7253.21888412017,"NM_0_629_4074.lst"
"TH_2",3.46e+17,2.03e+22,5867052.02312139,"NM_0_629_4074.lst"
"TH_3",0.621,1310,210950.080515298,"NM_0_629_4074.lst"
"TH_4",-10.3,142,1378.64077669903,"NM_0_629_4074.lst"
"TH_5",45.6,335,734.649122807018,"NM_0_629_4074.lst"
"TH_6",9500,2320000,24421.0526315789,"NM_0_629_4074.lst"
"TH_7",2.49,0.119,4.77911646586345,"NM_0_629_4074.lst"
"TH_8",370,133,35.9459459459459,"NM_0_629_4074.lst"
"TH_1",1.75,0.729,41.6571428571429,"NM_0_629_4235.lst"
"TH_2",283000,6790000,2399.29328621908,"NM_0_629_4235.lst"
"TH_3",1.33,2.34,175.93984962406,"NM_0_629_4235.lst"
"TH_4",-7.58,14.4,189.973614775726,"NM_0_629_4235.lst"
"TH_5",43.2,9.62,22.2685185185185,"NM_0_629_4235.lst"
"TH_6",5940,35500,597.643097643098,"NM_0_629_4235.lst"
"TH_7",3.07,1.08,35.1791530944625,"NM_0_629_4235.lst"
"TH_8",531,768,144.632768361582,"NM_0_629_4235.lst"
"TH_1",4.36,0.453,10.3899082568807,"NM_0_629_4396.lst"
"TH_2",30500,302000,990.16393442623,"NM_0_629_4396.lst"
"TH_3",0.0698,0.761,1090.25787965616,"NM_0_629_4396.lst"
"TH_4",-16.2,41.4,255.555555555556,"NM_0_629_4396.lst"
"TH_5",20.1,7.74,38.5074626865672,"NM_0_629_4396.lst"
"TH_6",191000,291000,152.356020942408,"NM_0_629_4396.lst"
"TH_7",38.3,4.99,13.0287206266319,"NM_0_629_4396.lst"
"TH_8",24.6,24.9,101.219512195122,"NM_0_629_4396.lst"
"TH_1",1.62,0.344,21.2345679012346,"NM_0_629_4557.lst"
"TH_2",0.262,0.909,346.946564885496,"NM_0_629_4557.lst"
"TH_3",0.05,0,0,"NM_0_629_4557.lst"
"TH_4",18.8,264,1404.25531914894,"NM_0_629_4557.lst"
"TH_5",28.2,65.2,231.205673758865,"NM_0_629_4557.lst"
"TH_6",46.4,1.43,3.08189655172414,"NM_0_629_4557.lst"
"TH_7",3.87,0.91,23.5142118863049,"NM_0_629_4557.lst"
"TH_8",499,249,49.8997995991984,"NM_0_629_4557.lst"
"TH_1",4.25,0.00862,0.202823529411765,"NM_0_629_4718.lst"
"TH_2",0.145,0.000616,0.424827586206897,"NM_0_629_4718.lst"
"TH_3",9.59,0.0167,0.174139728884254,"NM_0_629_4718.lst"
"TH_4",0.713,0.00165,0.231416549789621,"NM_0_629_4718.lst"
"TH_5",9.44,0.0517,0.547669491525424,"NM_0_629_4718.lst"
"TH_6",1.73,0.0104,0.601156069364162,"NM_0_629_4718.lst"
"TH_7",1.34,0.0012,0.0895522388059701,"NM_0_629_4718.lst"
"TH_8",24.7,0.0575,0.232793522267206,"NM_0_629_4718.lst"
"TH_1",0.955,0.0524,5.4869109947644,"NM_0_629_532.lst"
"TH_2",1.19e+28,1.97e+29,1655.46218487395,"NM_0_629_532.lst"
"TH_3",0.05,0,0,"NM_0_629_532.lst"
"TH_4",0.186,0.302,162.365591397849,"NM_0_629_532.lst"
"TH_5",1.36,0.193,14.1911764705882,"NM_0_629_532.lst"
"TH_6",0.25,0,0,"NM_0_629_532.lst"
"TH_7",0.0879,0.0106,12.0591581342435,"NM_0_629_532.lst"
"TH_8",3.08,1.03,33.4415584415584,"NM_0_629_532.lst"
"TH_1",2.13,NA,NA,"NM_0_629_693.lst"
"TH_2",14900,NA,NA,"NM_0_629_693.lst"
"TH_3",0.05,NA,NA,"NM_0_629_693.lst"
"TH_4",-5.1,NA,NA,"NM_0_629_693.lst"
"TH_5",1.96,NA,NA,"NM_0_629_693.lst"
"TH_6",1.88,NA,NA,"NM_0_629_693.lst"
"TH_7",1.19,NA,NA,"NM_0_629_693.lst"
"TH_8",6.81,NA,NA,"NM_0_629_693.lst"
"TH_1",2.24,NA,NA,"NM_0_629_854.lst"
"TH_2",112,NA,NA,"NM_0_629_854.lst"
"TH_3",0.0793,NA,NA,"NM_0_629_854.lst"
"TH_4",-4.27,NA,NA,"NM_0_629_854.lst"
"TH_5",1.46,NA,NA,"NM_0_629_854.lst"
"TH_6",2.65,NA,NA,"NM_0_629_854.lst"
"TH_7",1.37,NA,NA,"NM_0_629_854.lst"
"TH_8",7.71,NA,NA,"NM_0_629_854.lst"
"TH_1",34.9,11.7,33.5243553008596,"NM_0_630.lst"
"TH_2",5.17,3.7,71.5667311411992,"NM_0_630.lst"
"TH_3",292,51.8,17.7397260273973,"NM_0_630.lst"
"TH_4",218,1020,467.889908256881,"NM_0_630.lst"
"TH_5",5.92,8.45,142.736486486486,"NM_0_630.lst"
"TH_6",0.08,0,0,"NM_0_630.lst"
"TH_7",7390,6460,87.4154262516915,"NM_0_630.lst"
"TH_1",3.38,0.462,13.6686390532544,"NM_0_630_1016.lst"
"TH_2",-0.524,0.283,54.0076335877863,"NM_0_630_1016.lst"
"TH_3",28200,883000,3131.20567375887,"NM_0_630_1016.lst"
"TH_4",9.81,28.5,290.519877675841,"NM_0_630_1016.lst"
"TH_5",-3.36,8.23,244.940476190476,"NM_0_630_1016.lst"
"TH_6",17.4,38.9,223.563218390805,"NM_0_630_1016.lst"
"TH_7",13100,383000,2923.6641221374,"NM_0_630_1016.lst"
"TH_8",0.772,0.333,43.1347150259067,"NM_0_630_1016.lst"
"TH_9",22.6,16.2,71.6814159292035,"NM_0_630_1016.lst"
"TH_1",3.43,NA,NA,"NM_0_630_1177.lst"
"TH_2",-0.231,NA,NA,"NM_0_630_1177.lst"
"TH_3",1310,NA,NA,"NM_0_630_1177.lst"
"TH_4",6.63,NA,NA,"NM_0_630_1177.lst"
"TH_5",-3.13,NA,NA,"NM_0_630_1177.lst"
"TH_6",523,NA,NA,"NM_0_630_1177.lst"
"TH_7",1970,NA,NA,"NM_0_630_1177.lst"
"TH_8",0.81,NA,NA,"NM_0_630_1177.lst"
"TH_9",23.4,NA,NA,"NM_0_630_1177.lst"
"TH_1",2.72,NA,NA,"NM_0_630_1338.lst"
"TH_2",-0.081,NA,NA,"NM_0_630_1338.lst"
"TH_3",22.1,NA,NA,"NM_0_630_1338.lst"
"TH_4",0.159,NA,NA,"NM_0_630_1338.lst"
"TH_5",-3.03,NA,NA,"NM_0_630_1338.lst"
"TH_6",3.27,NA,NA,"NM_0_630_1338.lst"
"TH_7",5.22,NA,NA,"NM_0_630_1338.lst"
"TH_8",2.46,NA,NA,"NM_0_630_1338.lst"
"TH_9",11,NA,NA,"NM_0_630_1338.lst"
"TH_1",2.61,NA,NA,"NM_0_630_1499.lst"
"TH_2",0.0259,NA,NA,"NM_0_630_1499.lst"
"TH_3",575000,NA,NA,"NM_0_630_1499.lst"
"TH_4",0.05,NA,NA,"NM_0_630_1499.lst"
"TH_5",-3.77,NA,NA,"NM_0_630_1499.lst"
"TH_6",2.96,NA,NA,"NM_0_630_1499.lst"
"TH_7",4.09,NA,NA,"NM_0_630_1499.lst"
"TH_8",2.17,NA,NA,"NM_0_630_1499.lst"
"TH_9",9.74,NA,NA,"NM_0_630_1499.lst"
"TH_1",2,0.333,16.65,"NM_0_630_1660.lst"
"TH_2",-0.00281,1.56,55516.0142348754,"NM_0_630_1660.lst"
"TH_3",5300000,2.26e+10,426415.094339623,"NM_0_630_1660.lst"
"TH_4",0.05,0,0,"NM_0_630_1660.lst"
"TH_5",-1.7,390,22941.1764705882,"NM_0_630_1660.lst"
"TH_6",1.4,24.8,1771.42857142857,"NM_0_630_1660.lst"
"TH_7",1.27,0.365,28.740157480315,"NM_0_630_1660.lst"
"TH_8",1.07,1.52,142.056074766355,"NM_0_630_1660.lst"
"TH_9",5.9,5.12,86.7796610169491,"NM_0_630_1660.lst"
"TH_1",4.53,0.342,7.54966887417219,"NM_0_630_1821.lst"
"TH_2",0.238,0.619,260.084033613445,"NM_0_630_1821.lst"
"TH_3",6.8e+07,2.48e+10,36470.5882352941,"NM_0_630_1821.lst"
"TH_4",54.7,0.026,0.0475319926873857,"NM_0_630_1821.lst"
"TH_5",-0.58,0.567,97.7586206896552,"NM_0_630_1821.lst"
"TH_6",0.01,0,0,"NM_0_630_1821.lst"
"TH_7",386,11200,2901.55440414508,"NM_0_630_1821.lst"
"TH_8",258,14600,5658.91472868217,"NM_0_630_1821.lst"
"TH_9",0.1,0,0,"NM_0_630_1821.lst"
"TH_1",2.71,NA,NA,"NM_0_630_1982.lst"
"TH_2",-0.0264,NA,NA,"NM_0_630_1982.lst"
"TH_3",1070,NA,NA,"NM_0_630_1982.lst"
"TH_4",0.05,NA,NA,"NM_0_630_1982.lst"
"TH_5",-7.25,NA,NA,"NM_0_630_1982.lst"
"TH_6",4.77,NA,NA,"NM_0_630_1982.lst"
"TH_7",5.29,NA,NA,"NM_0_630_1982.lst"
"TH_8",2.15,NA,NA,"NM_0_630_1982.lst"
"TH_9",9.58,NA,NA,"NM_0_630_1982.lst"
"TH_1",3.36,0.12,3.57142857142857,"NM_0_630_2143.lst"
"TH_2",0.035,0.0131,37.4285714285714,"NM_0_630_2143.lst"
"TH_3",5.26,1.36,25.8555133079848,"NM_0_630_2143.lst"
"TH_4",1.05,0.075,7.14285714285714,"NM_0_630_2143.lst"
"TH_5",5.27,0.422,8.00759013282732,"NM_0_630_2143.lst"
"TH_6",11.1,1.15,10.3603603603604,"NM_0_630_2143.lst"
"TH_7",7780000,1830000,23.5218508997429,"NM_0_630_2143.lst"
"TH_8",6.07,0.198,3.26194398682043,"NM_0_630_2143.lst"
"TH_9",18.9,0.0762,0.403174603174603,"NM_0_630_2143.lst"
"TH_1",3.92,0.298,7.60204081632653,"NM_0_630_221.lst"
"TH_2",-0.453,0.429,94.7019867549669,"NM_0_630_221.lst"
"TH_3",0.361,0.0736,20.387811634349,"NM_0_630_221.lst"
"TH_4",0.58,0.331,57.0689655172414,"NM_0_630_221.lst"
"TH_5",-13.5,2.12,15.7037037037037,"NM_0_630_221.lst"
"TH_6",8.36,6.55,78.3492822966507,"NM_0_630_221.lst"
"TH_7",679,1550,228.276877761414,"NM_0_630_221.lst"
"TH_8",1.1,0.253,23,"NM_0_630_221.lst"
"TH_9",17.2,6.4,37.2093023255814,"NM_0_630_221.lst"
"TH_1",4.19,0.536,12.7923627684964,"NM_0_630_2304.lst"
"TH_2",-0.0153,0.835,5457.51633986928,"NM_0_630_2304.lst"
"TH_3",845000,8.47e+09,1002366.86390533,"NM_0_630_2304.lst"
"TH_4",51.4,6.63,12.8988326848249,"NM_0_630_2304.lst"
"TH_5",-0.439,0.478,108.883826879271,"NM_0_630_2304.lst"
"TH_6",0.01,0,0,"NM_0_630_2304.lst"
"TH_7",8600,42700000,496511.627906977,"NM_0_630_2304.lst"
"TH_8",107,18800,17570.0934579439,"NM_0_630_2304.lst"
"TH_9",0.1,0,0,"NM_0_630_2304.lst"
"TH_1",3.82,NA,NA,"NM_0_630_2465.lst"
"TH_2",-0.116,NA,NA,"NM_0_630_2465.lst"
"TH_3",90,NA,NA,"NM_0_630_2465.lst"
"TH_4",1.4,NA,NA,"NM_0_630_2465.lst"
"TH_5",-6.92,NA,NA,"NM_0_630_2465.lst"
"TH_6",9.52,NA,NA,"NM_0_630_2465.lst"
"TH_7",38100000,NA,NA,"NM_0_630_2465.lst"
"TH_8",18.5,NA,NA,"NM_0_630_2465.lst"
"TH_9",30.3,NA,NA,"NM_0_630_2465.lst"
"TH_1",1.3,0.0204,1.56923076923077,"NM_0_630_2626.lst"
"TH_2",0.438,0.186,42.4657534246575,"NM_0_630_2626.lst"
"TH_3",93700,6290000,6712.91355389541,"NM_0_630_2626.lst"
"TH_4",0.05,0,0,"NM_0_630_2626.lst"
"TH_5",-0.115,2.45,2130.4347826087,"NM_0_630_2626.lst"
"TH_6",0.0813,0.00466,5.73185731857319,"NM_0_630_2626.lst"
"TH_7",0.66,0.0277,4.1969696969697,"NM_0_630_2626.lst"
"TH_8",0.458,0.00199,0.434497816593886,"NM_0_630_2626.lst"
"TH_9",3.93,0.00881,0.224173027989822,"NM_0_630_2626.lst"
"TH_1",2.24,NA,NA,"NM_0_630_2787.lst"
"TH_2",0.41,NA,NA,"NM_0_630_2787.lst"
"TH_3",1.6e+308,NA,NA,"NM_0_630_2787.lst"
"TH_4",0.16,NA,NA,"NM_0_630_2787.lst"
"TH_5",-1.44,NA,NA,"NM_0_630_2787.lst"
"TH_6",0.753,NA,NA,"NM_0_630_2787.lst"
"TH_7",38.1,NA,NA,"NM_0_630_2787.lst"
"TH_8",1.72,NA,NA,"NM_0_630_2787.lst"
"TH_9",11.7,NA,NA,"NM_0_630_2787.lst"
"TH_1",1.75,NA,NA,"NM_0_630_2948.lst"
"TH_2",0.577,NA,NA,"NM_0_630_2948.lst"
"TH_3",8.03,NA,NA,"NM_0_630_2948.lst"
"TH_4",0.177,NA,NA,"NM_0_630_2948.lst"
"TH_5",0.339,NA,NA,"NM_0_630_2948.lst"
"TH_6",0.109,NA,NA,"NM_0_630_2948.lst"
"TH_7",1.87,NA,NA,"NM_0_630_2948.lst"
"TH_8",0.858,NA,NA,"NM_0_630_2948.lst"
"TH_9",6.29,NA,NA,"NM_0_630_2948.lst"
"TH_1",2.65,1.42,53.5849056603774,"NM_0_630_3109.lst"
"TH_2",0.407,0.811,199.262899262899,"NM_0_630_3109.lst"
"TH_3",7.33,3.42,46.6575716234652,"NM_0_630_3109.lst"
"TH_4",0.491,0.501,102.0366598778,"NM_0_630_3109.lst"
"TH_5",3.34,8.72,261.077844311377,"NM_0_630_3109.lst"
"TH_6",4.7,13.5,287.234042553192,"NM_0_630_3109.lst"
"TH_7",962000,337000,35.031185031185,"NM_0_630_3109.lst"
"TH_8",2.5,0.0412,1.648,"NM_0_630_3109.lst"
"TH_9",12.8,0.0498,0.3890625,"NM_0_630_3109.lst"
"TH_1",2.62,NA,NA,"NM_0_630_3270.lst"
"TH_2",0.205,NA,NA,"NM_0_630_3270.lst"
"TH_3",17.9,NA,NA,"NM_0_630_3270.lst"
"TH_4",0.278,NA,NA,"NM_0_630_3270.lst"
"TH_5",2.37,NA,NA,"NM_0_630_3270.lst"
"TH_6",4.79,NA,NA,"NM_0_630_3270.lst"
"TH_7",5260000,NA,NA,"NM_0_630_3270.lst"
"TH_8",2.8,NA,NA,"NM_0_630_3270.lst"
"TH_9",13.5,NA,NA,"NM_0_630_3270.lst"
"TH_1",2.65,1.42,53.5849056603774,"NM_0_630_3431.lst"
"TH_2",0.407,0.811,199.262899262899,"NM_0_630_3431.lst"
"TH_3",7.33,3.42,46.6575716234652,"NM_0_630_3431.lst"
"TH_4",0.491,0.501,102.0366598778,"NM_0_630_3431.lst"
"TH_5",3.34,8.72,261.077844311377,"NM_0_630_3431.lst"
"TH_6",4.7,13.5,287.234042553192,"NM_0_630_3431.lst"
"TH_7",962000,337000,35.031185031185,"NM_0_630_3431.lst"
"TH_8",2.5,0.0412,1.648,"NM_0_630_3431.lst"
"TH_9",12.8,0.0498,0.3890625,"NM_0_630_3431.lst"
"TH_1",2.64,0.268,10.1515151515152,"NM_0_630_3592.lst"
"TH_2",0.27,0.167,61.8518518518518,"NM_0_630_3592.lst"
"TH_3",57.1,82,143.607705779335,"NM_0_630_3592.lst"
"TH_4",0.345,0.211,61.1594202898551,"NM_0_630_3592.lst"
"TH_5",-1.84,0.133,7.22826086956522,"NM_0_630_3592.lst"
"TH_6",6.63,1.98,29.8642533936652,"NM_0_630_3592.lst"
"TH_7",966000,163000,16.8737060041408,"NM_0_630_3592.lst"
"TH_8",2.38,0.0876,3.68067226890756,"NM_0_630_3592.lst"
"TH_9",12.3,0.246,2,"NM_0_630_3592.lst"
"TH_1",3.26,5.1,156.441717791411,"NM_0_630_372.lst"
"TH_2",-0.525,4.86,925.714285714286,"NM_0_630_372.lst"
"TH_3",140000,32400000,23142.8571428571,"NM_0_630_372.lst"
"TH_4",8.97,46.7,520.624303232999,"NM_0_630_372.lst"
"TH_5",-3.53,14,396.600566572238,"NM_0_630_372.lst"
"TH_6",18.6,66.1,355.376344086021,"NM_0_630_372.lst"
"TH_7",12500,131000,1048,"NM_0_630_372.lst"
"TH_8",0.868,1.79,206.221198156682,"NM_0_630_372.lst"
"TH_9",33.8,369,1091.71597633136,"NM_0_630_372.lst"
"TH_1",2.72,NA,NA,"NM_0_630_3753.lst"
"TH_2",0.331,NA,NA,"NM_0_630_3753.lst"
"TH_3",3.01,NA,NA,"NM_0_630_3753.lst"
"TH_4",0.741,NA,NA,"NM_0_630_3753.lst"
"TH_5",-1.87,NA,NA,"NM_0_630_3753.lst"
"TH_6",4.79,NA,NA,"NM_0_630_3753.lst"
"TH_7",15400000,NA,NA,"NM_0_630_3753.lst"
"TH_8",2.52,NA,NA,"NM_0_630_3753.lst"
"TH_9",12.7,NA,NA,"NM_0_630_3753.lst"
"TH_1",2.66,49.8,1872.18045112782,"NM_0_630_3914.lst"
"TH_2",0.367,43.5,11852.8610354223,"NM_0_630_3914.lst"
"TH_3",5,1010,20200,"NM_0_630_3914.lst"
"TH_4",1.42,2.71,190.845070422535,"NM_0_630_3914.lst"
"TH_5",0.814,9.56,1174.44717444717,"NM_0_630_3914.lst"
"TH_6",3.97,5.07,127.707808564232,"NM_0_630_3914.lst"
"TH_7",718000,3220000,448.467966573816,"NM_0_630_3914.lst"
"TH_8",2.49,0.3,12.0481927710843,"NM_0_630_3914.lst"
"TH_9",12.4,0.116,0.935483870967742,"NM_0_630_3914.lst"
"TH_1",2.83,1520,53710.2473498233,"NM_0_630_4075.lst"
"TH_2",-0.493,1310,265720.081135903,"NM_0_630_4075.lst"
"TH_3",0.374,36.8,9839.57219251337,"NM_0_630_4075.lst"
"TH_4",0.05,0,0,"NM_0_630_4075.lst"
"TH_5",-17.4,317,1821.83908045977,"NM_0_630_4075.lst"
"TH_6",34.3,1410,4110.78717201166,"NM_0_630_4075.lst"
"TH_7",104,321,308.653846153846,"NM_0_630_4075.lst"
"TH_8",2.75,20.2,734.545454545455,"NM_0_630_4075.lst"
"TH_9",213,835,392.018779342723,"NM_0_630_4075.lst"
"TH_1",2.66,14,526.315789473684,"NM_0_630_4236.lst"
"TH_2",-0.629,2.86,454.689984101749,"NM_0_630_4236.lst"
"TH_3",0.343,2.29,667.638483965015,"NM_0_630_4236.lst"
"TH_4",0.05,0,0,"NM_0_630_4236.lst"
"TH_5",-17.7,118,666.666666666667,"NM_0_630_4236.lst"
"TH_6",31.8,23.7,74.5283018867924,"NM_0_630_4236.lst"
"TH_7",87.6,252,287.671232876712,"NM_0_630_4236.lst"
"TH_8",2.98,5.17,173.489932885906,"NM_0_630_4236.lst"
"TH_9",237,201,84.8101265822785,"NM_0_630_4236.lst"
"TH_1",4.25,0.231,5.43529411764706,"NM_0_630_4397.lst"
"TH_2",-0.61,0.264,43.2786885245902,"NM_0_630_4397.lst"
"TH_3",0.235,0.0576,24.5106382978723,"NM_0_630_4397.lst"
"TH_4",0.05,0,0,"NM_0_630_4397.lst"
"TH_5",-16.5,2.06,12.4848484848485,"NM_0_630_4397.lst"
"TH_6",12.9,6.92,53.6434108527132,"NM_0_630_4397.lst"
"TH_7",39,16.9,43.3333333333333,"NM_0_630_4397.lst"
"TH_8",1.65,0.389,23.5757575757576,"NM_0_630_4397.lst"
"TH_9",33.7,19.2,56.973293768546,"NM_0_630_4397.lst"
"TH_1",1.75,30.3,1731.42857142857,"NM_0_630_4558.lst"
"TH_2",-1.04,94.4,9076.92307692308,"NM_0_630_4558.lst"
"TH_3",52300000,1.53e+11,292543.021032505,"NM_0_630_4558.lst"
"TH_4",1.82,22.6,1241.75824175824,"NM_0_630_4558.lst"
"TH_5",-8.19,102,1245.42124542125,"NM_0_630_4558.lst"
"TH_6",42.9,1080,2517.48251748252,"NM_0_630_4558.lst"
"TH_7",4350,192000,4413.79310344828,"NM_0_630_4558.lst"
"TH_8",3,15.7,523.333333333333,"NM_0_630_4558.lst"
"TH_9",650,9210,1416.92307692308,"NM_0_630_4558.lst"
"TH_1",4.57,78.2,1711.15973741794,"NM_0_630_4719.lst"
"TH_2",-0.0294,4.9,16666.6666666667,"NM_0_630_4719.lst"
"TH_3",30.2,1610,5331.12582781457,"NM_0_630_4719.lst"
"TH_4",0.124,1.27,1024.1935483871,"NM_0_630_4719.lst"
"TH_5",-1.12,11.6,1035.71428571429,"NM_0_630_4719.lst"
"TH_6",8.11,25.5,314.42663378545,"NM_0_630_4719.lst"
"TH_7",852000,17800000,2089.20187793427,"NM_0_630_4719.lst"
"TH_8",48.6,72.3,148.765432098765,"NM_0_630_4719.lst"
"TH_9",39.7,32.6,82.1158690176322,"NM_0_630_4719.lst"
"TH_1",3.45,13.3,385.507246376812,"NM_0_630_533.lst"
"TH_2",-0.52,52,10000,"NM_0_630_533.lst"
"TH_3",3.03e+09,2.91e+13,960396.03960396,"NM_0_630_533.lst"
"TH_4",9.89,2160,21840.242669363,"NM_0_630_533.lst"
"TH_5",-3.47,743,21412.1037463977,"NM_0_630_533.lst"
"TH_6",17,1580,9294.11764705882,"NM_0_630_533.lst"
"TH_7",12000,3140000,26166.6666666667,"NM_0_630_533.lst"
"TH_8",0.707,7.36,1041.01838755304,"NM_0_630_533.lst"
"TH_9",17.2,463,2691.86046511628,"NM_0_630_533.lst"
"TH_1",3.84,9.91,258.072916666667,"NM_0_630_694.lst"
"TH_2",-0.364,67,18406.5934065934,"NM_0_630_694.lst"
"TH_3",0.322,15.3,4751.55279503106,"NM_0_630_694.lst"
"TH_4",0.683,122,17862.3718887262,"NM_0_630_694.lst"
"TH_5",-12.3,442,3593.49593495935,"NM_0_630_694.lst"
"TH_6",8.33,4340,52100.8403361345,"NM_0_630_694.lst"
"TH_7",2430,3660000,150617.283950617,"NM_0_630_694.lst"
"TH_8",1.17,0.939,80.2564102564102,"NM_0_630_694.lst"
"TH_9",22.4,69.8,311.607142857143,"NM_0_630_694.lst"
"TH_1",3.37,1.34,39.7626112759644,"NM_0_630_855.lst"
"TH_2",-0.416,7.21,1733.17307692308,"NM_0_630_855.lst"
"TH_3",0.331,0.646,195.166163141994,"NM_0_630_855.lst"
"TH_4",0.707,31.9,4512.02263083451,"NM_0_630_855.lst"
"TH_5",-12,178,1483.33333333333,"NM_0_630_855.lst"
"TH_6",10.1,122,1207.92079207921,"NM_0_630_855.lst"
"TH_7",248,16900,6814.51612903226,"NM_0_630_855.lst"
"TH_8",1.34,0.349,26.044776119403,"NM_0_630_855.lst"
"TH_9",55.5,49.7,89.5495495495496,"NM_0_630_855.lst"
"TH_1",4.99,103,2064.12825651303,"NM_0_633.lst"
"TH_2",0.539,13.9,2578.84972170686,"NM_0_633.lst"
"TH_3",12100000,7.12e+12,58842975.2066116,"NM_0_633.lst"
"TH_4",37.9,2510,6622.69129287599,"NM_0_633.lst"
"TH_5",-0.667,120,17991.0044977511,"NM_0_633.lst"
"TH_6",5.94,3390,57070.7070707071,"NM_0_633.lst"
"TH_1",4.98,0.46,9.23694779116466,"NM_0_633_1017.lst"
"TH_2",0.535,0.0292,5.45794392523364,"NM_0_633_1017.lst"
"TH_3",7660000,2.2e+08,2872.06266318538,"NM_0_633_1017.lst"
"TH_4",38.1,1.57,4.12073490813648,"NM_0_633_1017.lst"
"TH_5",-0.607,0.205,33.7726523887974,"NM_0_633_1017.lst"
"TH_6",5.84,2.11,36.1301369863014,"NM_0_633_1017.lst"
"TH_1",5.05,0.491,9.72277227722772,"NM_0_633_1178.lst"
"TH_2",0.556,0.0382,6.8705035971223,"NM_0_633_1178.lst"
"TH_3",80.8,160,198.019801980198,"NM_0_633_1178.lst"
"TH_4",44.9,2.41,5.36748329621381,"NM_0_633_1178.lst"
"TH_5",-0.786,0.284,36.1323155216285,"NM_0_633_1178.lst"
"TH_6",0.0657,0.451,686.453576864536,"NM_0_633_1178.lst"
"TH_1",5.02,0.489,9.74103585657371,"NM_0_633_1339.lst"
"TH_2",0.551,0.0392,7.11433756805808,"NM_0_633_1339.lst"
"TH_3",133,668,502.255639097744,"NM_0_633_1339.lst"
"TH_4",44.5,1.84,4.13483146067416,"NM_0_633_1339.lst"
"TH_5",-0.97,0.188,19.3814432989691,"NM_0_633_1339.lst"
"TH_6",0.01,0,0,"NM_0_633_1339.lst"
"TH_1",5.03,162,3220.675944334,"NM_0_633_1500.lst"
"TH_2",0.555,12.4,2234.23423423423,"NM_0_633_1500.lst"
"TH_3",6.31e+12,1.07e+15,16957.2107765452,"NM_0_633_1500.lst"
"TH_4",43.8,189,431.506849315069,"NM_0_633_1500.lst"
"TH_5",-0.799,2.65,331.664580725907,"NM_0_633_1500.lst"
"TH_6",1.18,0.788,66.7796610169491,"NM_0_633_1500.lst"
"TH_1",5.09,0.475,9.33202357563851,"NM_0_633_1661.lst"
"TH_2",0.583,0.0554,9.50257289879931,"NM_0_633_1661.lst"
"TH_3",187,469,250.802139037433,"NM_0_633_1661.lst"
"TH_4",45,2,4.44444444444444,"NM_0_633_1661.lst"
"TH_5",-1.01,0.203,20.0990099009901,"NM_0_633_1661.lst"
"TH_6",0.01,9.99e-05,0.999,"NM_0_633_1661.lst"
"TH_1",2.21,1.01,45.7013574660633,"NM_0_633_1822.lst"
"TH_2",0.402,0.0728,18.1094527363184,"NM_0_633_1822.lst"
"TH_3",3.65,0.803,22,"NM_0_633_1822.lst"
"TH_4",36.9,4.31,11.680216802168,"NM_0_633_1822.lst"
"TH_5",-1.19,0.168,14.1176470588235,"NM_0_633_1822.lst"
"TH_6",269,102,37.9182156133829,"NM_0_633_1822.lst"
"TH_1",5.01,0.498,9.94011976047904,"NM_0_633_1983.lst"
"TH_2",0.559,0.0391,6.99463327370304,"NM_0_633_1983.lst"
"TH_3",46.7,25.5,54.6038543897216,"NM_0_633_1983.lst"
"TH_4",45.1,1.91,4.2350332594235,"NM_0_633_1983.lst"
"TH_5",-0.915,0.19,20.7650273224044,"NM_0_633_1983.lst"
"TH_6",0.01,0.00419,41.9,"NM_0_633_1983.lst"
"TH_1",3.86,0.279,7.2279792746114,"NM_0_633_2144.lst"
"TH_2",2300000,2.6e+08,11304.347826087,"NM_0_633_2144.lst"
"TH_3",22.8,13.4,58.7719298245614,"NM_0_633_2144.lst"
"TH_4",7,5.18,74,"NM_0_633_2144.lst"
"TH_5",-4.04,2.52,62.3762376237624,"NM_0_633_2144.lst"
"TH_6",30.4,3.88,12.7631578947368,"NM_0_633_2144.lst"
"TH_1",4.52,0.432,9.55752212389381,"NM_0_633_2305.lst"
"TH_2",0.469,0.107,22.8144989339019,"NM_0_633_2305.lst"
"TH_3",7.47,1.48,19.8125836680054,"NM_0_633_2305.lst"
"TH_4",32.3,5.95,18.4210526315789,"NM_0_633_2305.lst"
"TH_5",-1.41,0.562,39.8581560283688,"NM_0_633_2305.lst"
